Title;Year;Rated;Genre;Runtime (Minutes);Rating;Votes;Director;Star 1;Star 2;Star 3;Star 4
Dare to Dress;2014;13+; Documentary            ;;;;Djonny Chen;Aan Andini;Dian;Intan;Yulianus Rettoblaut
Withdrawal;2015;13+; Short, Drama, Sci-Fi            ;12 min;;;M. Myrdal Muda;Ab Abdillah;Ferdiansyah;Henky Solaiman;N/A
Di Atas Kaki Sendiri;2015;SU; Documentary, Short, Biography            ;30 min;;;Sahree Ramadhan;Abdul Razzaq;Kandar;Agus Fahmi;N/A
The Main Function of Music - Muslim Headbanger;2017;SU; Documentary, Short, Music            ;34 min;;;Irfan Kamil Muhammad;Abdul Rehan Anderson;Putrawan Yuliandri;Bounty Umbara;Ebenz
Wawancara;2016;SU; Short, Comedy            ;12 min;;;Adjis Doaibu;Abdur Arsyad;Kemal Palevi;Arief Didu;Ariyanti Tjiang
Pocong Jalan Blora;2009;13+; Horror            ;80 min;3,8;26;Nayato Fio Nuala;Abdurrahman Arif;Arumy Bachsin;Fikri Baladraf;Ridwan Ghany
Cupcake untuk Rain;2023;13+; Drama, Romance            ;44 min;;;Dinna Jasanti;Abidzar Al Ghifari;Farhan Rasyid;Denira Wiraguna;Michelle Ziudith
Balada Si Roy;2022;13+; Action, Drama            ;119 min;;;Fajar Nugros;Abidzar Al Ghifari;Febby Rastanty;Juan Bione Subiantoro;Lulu Tobing
Kenapa Gue?;2022;18+; Thriller            ;33 min;4,9;36;Dom Dharmo;Abidzar Al Ghifari;Omara N. Esteghlal;Aisyah Aqilah;Agnes Naomi
Cool Boy vs Cool Girl;2022;R13+; Romance            ;41 min;8,3;16;Annisa Meutia;Abidzar Al Ghifari;Rebecca Klopper;Ali Seggaf;Natasha Wilona
Mengitari Matahari;2019;13+; Short, Romance            ;5 min;;;Heru Ashari;Abigail Maramis;Ikrar Raja Bhakti Nusantara;N/A;N/A
Haji Backpacker;2014;13+; Adventure, Drama            ;107 min;6,6;32;Danial Rifki;Abimana Aryasatya;Dewi Sandra;Laudya Cynthia Bella;Laura Basuki
Belenggu;2012;13+; Horror, Mystery, Thriller            ;100 min;6,2;214;Upi Avianto;Abimana Aryasatya;Imelda Therinne;Laudya Cynthia Bella;Verdi Solaiman
Sabtu Bersama Bapak;2016;13+; Drama            ;100 min;7,4;334;Monty Tiwa;Abimana Aryasatya;Ira Wibowo;Arifin Putra;Deva Mahenra
Miracle: Menantang Maut;2007;SU; Horror, Thriller            ;98 min;3,7;19;Helfi C.H. Kardit;Abimana Aryasatya;Ivy Batuta;Nadila Ernesta;Lian Firman
12:00 A.M.;2005;13+; Drama, Horror, Mystery            ;105 min;3,5;37;Nayato Fio Nuala;Abimana Aryasatya;Olga Lydia;Rionaldo Stockhorst;Inong
The Big Four;2022;13+; Action, Comedy, Crime            ;141 min;;;Timo Tjahjanto;Abimana Aryasatya;Putri Marino;Lutesha;Arie Kriting
Gundala;2019;TV-14; Action, Adventure, Drama            ;123 min;6,1;5,108;Joko Anwar;Abimana Aryasatya;Tara Basro;Bront Palarae;Ario Bayu
Warkop DKI Reborn: Jangkrik Boss Part 2;2017;13+; Adventure, Comedy            ;110 min;5,4;483;Anggy Umbara;Abimana Aryasatya;Vino G. Bastian;Tora Sudiro;Hannah Al Rashid
Warkop DKI Reborn: Jangkrik Boss Part 1;2016;13+; Adventure, Comedy            ;95 min;6,4;1,189;Anggy Umbara;Abimana Aryasatya;Vino G. Bastian;Tora Sudiro;Indro Warkop
The Mother's Prayer (Doa Sang Ibu);2020;13+; Short, Drama            ;13 min;;;Rizal Mantovani;Abirama Putra A.;Ika Angel;Irving Artemas;Angga Ryan Putra
Uang Panai' Maha(r)l;2016;13+; Comedy, Drama, Romance            ;119 min;6,9;138;Halim Gani Safia Asril Sani;Abu;Muh. Zoel Ikram;Muhammad Ismail;Nurfadhillah
Clandestine;2022;R13+; Drama            ;60 min;5,7;7;Dyan Sunu Prastowo;Abun Sungkar;Dannia Salsabila;Shareefa Daanish;Tegar Satrya
99 Cahaya di Langit Eropa Part 2;2014;13+; Adventure, Drama            ;102 min;6,3;51;Guntur Soeharjanto;Acha Septriasa;Abimana Aryasatya;Nino Fernandez;Alex Abbad
Bulan Terbelah di Langit Amerika;2015;17+; Adventure, Drama            ;109 min;6;240;Rizal Mantovani;Acha Septriasa;Abimana Aryasatya;Nino Fernandez;Rianti Cartwright
Bulan Terbelah di Langit Amerika 2;2016;13+; Adventure, Drama            ;100 min;4,4;169;Rizal Mantovani;Acha Septriasa;Abimana Aryasatya;Nino Fernandez;Rianti Cartwright
99 Cahaya di Langit Eropa;2013;13+; Adventure, Drama            ;105 min;6,2;215;Guntur Soeharjanto;Acha Septriasa;Abimana Aryasatya;Raline Shah;Ghecca Tavvara
Menebus Impian;2010;13+; Drama            ;99 min;6,1;15;Hanung Bramantyo;Acha Septriasa;Ayu Dyah Pasha;Fedi Nuril;Ayu Diana
99 Names of Love;2019;TV-G; Drama, Family, Romance            ;106 min;7,8;54;Danial Rifki;Acha Septriasa;Deva Mahenra;Ira Wibowo;Donny Damara
Mumun;2022;13+; Horror            ;106 min;6,3;63;Rizal Mantovani;Acha Septriasa;Dimas Aditya;Mandra;Volland Volt
Love Story;2011;17+; Drama, Romance            ;96 min;7,4;39;Hanny Saputra;Acha Septriasa;Irwansyah;Maudy Koesnaedi;Donny Damara
Love Is Cinta;2007;17+; Drama, Fantasy, Romance            ;127 min;5,5;160;Hanny Saputra;Acha Septriasa;Irwansyah;Raffi Ahmad;Andhika Pratama
Layla Majnun;2021;TV-14; Drama, Romance            ;119 min;6,1;283;Monty Tiwa;Acha Septriasa;Reza Rahadian;Baim Wong;Dian Nitami
Hanum & Rangga;2018;13+; Drama, Romance            ;90 min;1,2;3,542;Benni Setiawan;Acha Septriasa;Rio Dewanto;Arifin Putra;Titi Kamal
June and Kopi;2021;TV-G; Comedy, Family            ;90 min;6,3;574;Noviandra Santosa;Acha Septriasa;Ryan Delon;Makayla Rose Hilli;Tj Ruth
Jaga Pocong;2018;17+; Horror            ;83 min;5,6;226;Hadrah Daeng Ratu;Acha Septriasa;Zack Lee;Aqilla Herby;Jajang C. Noer
Taufiq: Lelaki yang Menantang Badai;2019;13+; Drama            ;115 min;;;Ismail Basbeth;Achmad Megantara;Aghniny Haque;Brandon Salim;Ben Kasyafani
Dewi Rindu;2021;13+; Drama, Romance            ;100 min;2;11;Gita Asmara;Achmad Megantara;Dylan Carr;Indah Nic;Angela Gilsha
Masa Muda;2017;R; Drama, Romance            ;48 min;;;Doddy Djanas;Achmad Megantara;Rangga Azof;Kevin Hillers;Febby Rastanty
Mantan;2017;13+; Drama, Romance            ;75 min;6,3;22;Svetlana Dea;Achmad Romie;Gandhi Fernando;Luna Maya;Citra Scholastika
What If?;2019;13+; Short, Romance            ;13 min;;;Kurnia Putra;Achy;Kurnia Putra;N/A;N/A
Imperfect: The Series;2021;TV-14; Comedy, Drama            ;25 min;8,3;311;Naya Anindita;Aci Resti;Neneng Wulandari;Zsazsa Utari;Kiky Saputri
Salam dari Anak-Anak Tergenang;2015;13+; Short, Documentary            ;30 min;;;Gilang Bayu Santoso;Adaila Nazwa Azzahra;Rani Julia Susan;Letya Ilet;Asep Rana Purwadi
Jenderal Kancil: The Movie;2012;13+; Comedy, Drama            ;85 min;4,8;7;Harry Suharyadi;Adam Xavier;Ersya Aurelia;Achmad Albar;M. Alief Amalfie
Aib #Cyberbully;2018;21+; Horror            ;75 min;5,7;34;Damita Argobie;Ade Ayu;Yuniza Icha;Harris Illano;N/A
Pokun Roxy;2013;13+; Comedy, Horror            ;83 min;6,7;11;Boy Rano;Ade Nila A.;Saleh Ali;Susilo Badar;Faruq Bagay
Pintu Berkah;2017;13+; Drama            ;90 min;;;Sonu Samtami;Ade Setiawan;Jihan Serlina;Menco Hidayat;Elsa Syarief
Kata Maaf Terakhir;2009;13+; Drama            ;90 min;5,7;8;Maruli Ara;Ade Surya Akbar;Rachel Amanda;Maia Estianty;Kinaryosih
Penganten Pocong;2012;13+; Horror            ;81 min;;;Arie Azis;Aden Bajaj;Isa Bajaj;Melky Bajaj;Baby Gracia
Nenek Gayung;2012;13+; Comedy, Horror            ;79 min;5;53;Nuri Dahlia;Aden Bajaj;Isa Bajaj;Melky Bajaj;Nikita Mirzani
#Modus;2016;13+; Comedy            ;86 min;4,7;33;Fajar Bustomi;Adhe Dharmastriya;Andovi Da Lopez;Jovial Da Lopez;Melayu Nicole
Pulang;2021;13+; Short, Family            ;19 min;;;Wahyu Mika;Adhelheid Bunga W.;Bebe Gracia;Watie Wibowo;Hidayaturrahmat Al Lintawy
Two Blue Stripes;2019;TV-14; Drama, Family            ;113 min;7,9;1,302;Gina S. Noer;Adhisty Zara;Angga Yunanda;Cut Mini Theo;Arswendy Bening Swara
Before I Met You;2022;13+; Drama, Romance            ;104 min;;;Angling Sagaran;Adhisty Zara;Bryan Domani;Kevin Ardilova;Agus Wibowo
Keluarga Cemara: The Series;2022;13+; Drama, Family            ;110 min;;;Yandy Laurens;Adhisty Zara;Kafin Sulthan;Joshia Frederico;Yasamin Jasem
Satria Garuda: Bima-X;2015;TV-Y7; Action, Adventure, Drama            ;24 min;8,7;35;Christian Loho;Adhitya Alkatiri;Stella Cornelia;Rayhan Febrian;N/A
Hantu Bangku Kosong;2006;13+; Horror            ;104 min;5,9;77;Helfi C.H. Kardit;Adhitya Putri;Cathy Sharon;Bella Esperance;Tities Saputra
Terima Kasih Emak Terima Kasih Abah;2021;SU; Drama, Family            ;115 min;9;6;Dedi Setiadi;Adi Kurdi;Novia Kolopaking;Ceria Hade;Anisa Fujianti
Lurik Biru: The Perspectives;2019;SU; Short, Drama, Family            ;15 min;;;Wahyu F. Riyanto;Adi Purwanto;Zainal Bahri;Sigon;Raska Hilga
The Look of Silence;2014;PG-13; Documentary, Biography, History            ;103 min;8,3;13,055;Joshua Oppenheimer;Adi Rukun;M.Y. Basrun;Volker Hanisch;Amir Hasan
My Idiot Brother;2014;13+; Drama            ;93 min;8;37;Alyandra;Adilla Fitri;Donny Kusuma;Ali Mensan;Kimberly Ryder
Harvest Moon Ritual;2016;13+; Documentary, Short, History            ;6 min;;;Terrizqo Arief Sutansyah;Adinda Assyfa Kamalia;N/A;N/A;N/A
Satu untuk Selamanya;2022;R13+; Drama            ;70 min;7,7;6;Dyan Sunu Prastowo;Adinda Thomas;Dimas Anggara;Megan Domani;Jessica Katharina
Metamorcactus;2022;13+; Short, Drama            ;13 min;;;Raul Abraham;Adinegoro Natsir;Tamara Ana Gunawan;Madeline Sinto;N/A
Dunia Mereka;2006;13+; Drama;92 min;7,8;6;Lasja Fauzia;Adinia Wirasti;Christian Sugiono;Oka Antara;Ray Sahetapy
Lampor: The Flying Coffin;2019;13+; Drama, Horror, Mystery            ;95 min;5,3;166;Guntur Soeharjanto;Adinia Wirasti;Dion Wiyoko;Nova Eliza;Rendra Bagus Pamungkas
Susah Sinyal;2017;TV-14; Comedy, Drama, Family            ;110 min;7;1,046;Ernest Prakasa;Adinia Wirasti;Ernest Prakasa;Aurora Ribero;Refal Hady
When Will You Get Married?;2015;TV-PG; Comedy, Romance            ;115 min;7,3;286;Ody C. Harahap;Adinia Wirasti;Reza Rahadian;Adi Kurdi;Ivanka Suwandi
Kamu Tidak Sendiri;2021;R13+; Drama, Thriller            ;100 min;4,3;7;Arwin Wardhana;Adinia Wirasti;Rio Dewanto;Ganindra Bimo;Sintya Marisca
About Someone;2005;13+; Drama            ;105 min;7,3;91;Rudy Soedjarwo;Adinia Wirasti;Sigi Wimala;Fauzi Baadila;Donna Agnesia
The Fugitive;2019;13+; Drama, History            ;98 min;4,1;61;Richard Oh;Adipati Dolken;Ayushita;Ernest Samudera;Khiva Iskak
Kambodja;2022;17+; Drama            ;75 min;6,8;8;Rako Prijanto;Adipati Dolken;Della Dartyan;Revaldo;Carmela van der Kruk
Akhirat: A Love Story;2021;TV-14; Drama, Fantasy, Romance            ;112 min;6,3;110;Jason Iskandar;Adipati Dolken;Della Dartyan;Verdi Solaiman;Windy Apsari
I You & KUA;2014;13+; Comedy, Drama, Romance            ;105 min;6,9;68;Monty Tiwa;Adipati Dolken;Eriska Rein;Nina Zatulini;Deva Mahenra
Kukejar Cinta ke Negeri Cina;2014;13+; Comedy, Drama, Romance            ;94 min;6;41;Fajar Bustomi;Adipati Dolken;Eriska Rein;Nina Zatulini;Ernest Prakasa
Hunter in the Blue Side of Manchester;2020;13+; Biography, Drama            ;90 min;5,6;48;Rako Prijanto;Adipati Dolken;Ganindra Bimo;Vonny Cornellya;Donny Alamsyah
Jendral Soedirman;2015;SU; Action, Biography, History            ;126 min;7,7;49;Viva Westi;Adipati Dolken;Ibnu Jamil;Gogot Suryanto;Angga Riyadi
An Angel Without Wings;2012;13+; Drama            ;104 min;7,7;86;Rako Prijanto;Adipati Dolken;Maudy Ayunda;Ikang Fawzi;Fauzan Ja'far
#FriendButMarried 2;2020;TV-14; Biography, Comedy, Drama            ;100 min;6,8;319;Rako Prijanto;Adipati Dolken;Mawar Eva de Jongh;Vonny Cornellya;Sari Nila
Sang Martir;2012;13+; Action, Drama            ;98 min;7,7;9;Helfi C.H. Kardit;Adipati Dolken;Nadine Ames;Henidar Amroe;Tio Pakusadewo
Namamu Kata Pertamaku;2018;13+; Drama            ;94 min;8,8;9;Syahrir Arsyad Dini;Adipati Dolken;Rania Putri Sari;Bogel Apriansyah;Syahriar Tato
#FriendsButMarried;2018;TV-14; Biography, Comedy, Drama            ;102 min;6,8;728;Rako Prijanto;Adipati Dolken;Vanesha Prescilla;Refal Hady;Denira Wiraguna
Hujan Bulan Juni;2017;13+; Drama, Romance            ;96 min;7,4;95;Hestu Saputra;Adipati Dolken;Velove Vexia;Baim Wong;Surya Saputra
Reinkarnasi;2000;13+; Action, Horror            ;95 min;6;12;Dede Yusuf;Adipura;Adjie Pangestu;Nathalie Widyanti;Dede Yusuf
Singa Karawang Bekasi;2003;13+; Drama, War            ;90 min;6,1;9;Nurul M. Berry;Adipura;Gladys Angelie;Rendy Bragi;John Honeyben
Naga Naga Naga;2022;R13+; Comedy, Drama            ;96 min;7,3;15;Deddy Mizwar;Adis Kayl Yurahmah;Tora Sudiro;Beby Tsabina;Deddy Mizwar
Super Didi;2016;SU; Comedy, Drama, Family            ;105 min;7,6;27;Hadrah Daeng Ratu;Adis Kayl Yurahmah;Vino G. Bastian;Karina Nadila;Ira Maya Sopha
The Grudge of Rell Bintaro's Soul;2013;13+; Horror            ;77 min;;;Wisnu Kuncoro;Adjie Pangestu;Bella Shofie;Yeyen Lydia;Pak Tarno
Fallin' in Love;2012;13+; Drama            ;95 min;3,8;21;Findo Purwono;Adly Fayruz;Mikha Tambayong;Boy William;Agesh Palmer
Badai di Ujung Negeri;2011;13+; Adventure            ;97 min;7,9;45;Agung Sentausa;Adrian Alim;Dedy Murphy Avivu;Edo Borne;H. Jojon
Maryam;2014;13+; Short, Drama            ;17 min;7,9;10;Sidi Saleh;Adrianto Sinaga;Rifky Sulaeman;Meyke Vierna;Damiana Widowati
Pasukan Kapiten;2012;13+; Action, Drama            ;81 min;7,4;7;Rudy Soedjarwo;Adrina Puteri Syarira;Bintang Panglima;Cahya R. Saputra;Andi Bersama
Doremi & You;2019;TV-G; Drama, Family, Music            ;99 min;7,7;62;B.W. Purba Negara;Adyla Rafa Naura Ayu;Devano Danendra;Fatih Unru;Nashwa Zahira
Naura & the Champions;2017;SU; Adventure, Drama, Family            ;103 min;;;Eugene Panji;Adyla Rafa Naura Ayu;Joshua Rundengan;Vickram Abdul Faqih Priyono;Andryan Bima
Bike Boyz;2019;13+; Comedy, Drama            ;95 min;7,7;21;Aris Nugraha;Aep Bancet;Aline Manza;Gariz Luiz;Damar Rizal
Cinta 2 Hati;2010;13+; Drama            ;100 min;6,5;21;Benni Setiawan;Afgansyah Reza;Olivia Lubis Jensen;Tika Putri;Deddy Mizwar
Betina;2006;13+; Drama            ;70 min;7;8;Lola Amaria;Agastya Kandou;Kinaryosih;Tutie Kirana;Otig Pakis
Breathe the Love;2021;13+; Short, Drama            ;11 min;;;Kenny Gulardi;Agatha Chelsea;Shaqueena Medina Lukman;Indra Pacique;Pipien Putri
Klub Kecanduan Mantan;2020;13+; Comedy, Drama            ;40 min;;;Kuntz Agus;Agatha Pricilla;Chicco Kurniawan;Andri Mashadi;Rachel Amanda
Alpha Division;2016;13+; Short, Action            ;11 min;;;Daniel Sie;Agga;Andrey;Firman;Marco Go
Sianida;2021;13+; Crime, Mystery, Thriller            ;40 min;6,9;928;Sridhar Jetty;Aghniny Haque;Jihane Almira;Rio Dewanto;Matt Williams
Kala and Senja;2019;13+; Romance            ;10 min;;;Jefri Nichol;Aghniny Haque;Kiki Narendra;Jefri Nichol;N/A
Denyut;2022;13+; Short, Drama, Mystery            ;16 min;;;Ragiel Miftach;Agnes Naomi;Daffa Wardhana;N/A;N/A
9 Summers 10 Autumns;2013;SU; Biography, Drama, Family            ;117 min;8,2;72;Ifa Isfansyah;Agni P. Arkadewi;Ence Bagus;Hayria Faturrahman;Ade Irawan
Cookies;2014;SU; Documentary, Short, Biography            ;6 min;;;Ryan Monoarfa;Agni Pratistha;N/A;N/A;N/A
Songbird: Burung Berkicau;2017;SU; Documentary, Short            ;25 min;;;Wisnu Surya Pratama;Agok Wijaya;Edi Sudarmono;N/A;N/A
Axelerate the Documentary;2017;SU; Documentary, Biography            ;45 min;;;Chicco Jerikho;Agung Hapsah;Jevin Julian;Naufal Abshar;Chicco Jerikho
Dear friend;2019;13+; Short, Drama, Romance            ;20 min;;;Agung Hapsah;Agung Hapsah;Yudhistira Udd Sondakh;Fathia Izzati;Clara Clarissa
True Heart;2013;13+; Action, Drama            ;108 min;7,5;10;Ismail Sofyan Sani;Agung Saga;Masayu Clara;Vira Jiansa Abidin;Rasheedz Ali
Rumah Belanda;2018;13+; Horror            ;94 min;5,8;30;Hedy Suryawan;Agung Udijana;Kelly Tandiono;Aida Nurmala;N/A
Kirangan;2020;13+; Short, Drama            ;14 min;;;F.M. Irfan;Agus Cholid;Yahya Haryanto;Sri Utami;N/A
Wewe;2015;13+; Horror            ;100 min;5,8;36;Rizal Mantovani;Agus Kuncoro;Inong Nidya Ayu;Nabilah Ratna Ayu Azalia;Khadijah Banderas
Kun fayakuun;2008;13+; Drama            ;90 min;6,7;16;Guntur Novaris;Agus Kuncoro;Zaskia Adya Mecca;Opick;Desy Ratnasari
Encret;2019;13+; Short, Comedy            ;22 min;;;Vanny Zulfa;Agym Akbar;Aisyah Aurelia;Muhammad Javo;N/A
Sundul Gan: The Story of Kaskus;2016;D; Biography, Comedy, Drama            ;89 min;8,5;34;Naya Anindita;Ahmad Affandy;Pamela Bowie;Andre Bablo Fardanish;Albert Halim
Syahadat Cinta;2008;13+; Drama            ;114 min;7,8;15;Gunawan Paggaru;Ahmad Affandy;Ratu Annisa;Minati Atmanegara;Imel Putri Cahyati
Ji Dullah (The Great Hajj);2017;13+; Short, Comedy            ;27 min;;;Alif Septian;Ahmad Bachtiar;Kakak Bangga;Kuspita Sari;Rendra Sasongko
A Sleep;2022;13+; Short, Drama            ;7 min;;;Ahmad Fajar;Ahmad Fajar;N/A;N/A;N/A
Perjalanan Pertama;2021;SU; Adventure, Drama, Family            ;112 min;7,4;26;Arief Malinmudo;Ahmad Tarmimi Serigar;Muzakki Ramdhan;Adinda Thomas;Randy Pangalila
Pocong vs. Kuntilanak;2008;13+; Horror            ;90 min;3,4;28;David Purnomo;Ahmad Zaki;Alia Rosa;Aldiansyah Taher;Ikhsan Samiaji
Uang Sampah;2020;SU; Short, Drama            ;2 min;7,8;5;Fadly Kurniadi;Aida Kurniadi;N/A;N/A;N/A
Berlabuh (Anchoring);2020;13+; Short, Drama            ;15 min;;;Haris Yuliyanto;Aisah;Rijal Bagong;Sabila Ilham Bimantara;N/A
Iqro: My Universe;2019;SU; Drama, Family, Sci-Fi            ;101 min;6,5;14;Iqbal Alfajri;Aisha Nurra Datau;Cok Simbara;Raihan Khan;Maudy Koesnaedi
The Table of Death;2022;13+; Short, Thriller            ;35 min;;;Banyu Bening;Aisha Nurra Datau;Luqman Ski;Nada Rahmah;Michael Clarence
Cinta Untuk Cinta;2021;13+; Short, Drama            ;22 min;;;Taka Rich;Aisyah Aqilah;Amanda Caesa;Aga Dirgantara;Grace Sugih
20:21;2021;13+; Drama            ;36 min;;;Debo Andryos;Aisyah Aqilah;Niniek Arum;Ilyas Bachtiar;N/A
Singlaris;2019;13+; Short, Comedy            ;8 min;;;Hadafi Raihan Karim;Ajhi Sugiarto;Rosita Taringan;N/A;N/A
Sepatu Dahlan;2014;SU; Biography, Drama            ;98 min;;;Benni Setiawan;Aji Santosa;Bima Azriel;Donny Damara;Kinaryosih
Dunia Maya;2021;13+; Drama            ;45 min;8,2;10;Malida Dinda;Ajil Ditto;Ali Fikry;Achmad Megantara;N/A
Healing Trip;2022;13+; Comedy, Romance            ;45 min;;;Gabriella Desta;Ajil Ditto;Bukie B. Mansyur;Sitha Marino;N/A
Negeri 5 Menara;2019;13+; Drama            ;119 min;9,3;10;Naufal Azhar;Ajil Ditto;N/A;N/A;N/A
I Love You Silly;2021;13+; Drama, Romance            ;46 min;8;457;Monty Tiwa;Ajil Ditto;Shenina Cinnamon;Jourdy Pranata;Prilly Latuconsina
3 Pocong Idiot;2012;13+; Comedy, Horror            ;80 min;4,7;30;Nayato Fio Nuala;Ajun Perwira;Joshua Suherman;Jordi Onsu;Anggie Amanda
Poconggg Juga Pocong;2011;13+; Comedy, Horror            ;78 min;6,1;43;Nayato Fio Nuala;Ajun Perwira;Nycta Gina;Shapira Indah;Rizky Mocil
Baracas: Barisan Anti Cinta Asmara;2017;13+; Comedy, Drama            ;92 min;6,1;17;Pidi Baiq;Ajun Perwira;Ringgo Agus Rahman;Budi Doremi;Tika Bravani
Kanibal - Sumanto;2004;13+; Crime, Drama, Horror            ;103 min;6,3;8;Christ Helweldery;Akbar;Aty Cancer;Farah Diana;Chandra Lois
Finding Srimulat;2013;13+; Comedy, Drama            ;104 min;7,1;47;Charles Gozali;Akbar;Fauzi Baadila;Rianti Cartwright;Djudjuk Djuariah
The Warm Blood of A Dying Man;2022;13+; Short, Drama            ;12 min;;;Jason Ezra Maail;Akbar Maulana;Benny Susanto;N/A;N/A
Penakluk Camer;2022;13+; Short, Comedy            ;12 min;;;Rizal Mantovani;Akmal Fadh;Aurra Kharishma;Tegar Satrya;N/A
Dancing boy;2019;13+; Short, Drama            ;21 min;;;Palah Akmal;Akmalpalah;Gilang Ramadan;N/A;N/A
Laskar cilik;2010;SU; Drama, Musical            ;86 min;;;Subakti Is;Al;Arsenna;Fahmi Bo;Adinda Bonita
Dignitate;2020;17+; Drama            ;109 min;6;144;Fajar Nugros;Al Ghazali;Caitlin Halderman;Giorgino Abraham;Teuku Ryzki
Virgin Mom;2022;13+; Drama, Romance            ;45 min;6,2;12;Hadrah Daeng Ratu;Al Ghazali;Marcella Zalianty;T. Rifnu Wikana;Amanda Rawles
Villa Berdarah;2018;13+; Horror            ;90 min;4,3;7;Bambang Drias;Al Ghazali;Metta Permadi;Dara Rizki Ruhiana;Laura Theux
13: The Haunted;2018;13+; Horror            ;107 min;5,7;56;Rudy Soedjarwo;Al Ghazali;Mikha Tambayong;Valerie Thomas;Achmad Megantara
Return of the Devil's Child;2019;17+; Horror            ;84 min;5,3;21;Rudy Soedjarwo;Al Ghazali;Mikha Tambayong;Valerie Thomas;Achmad Megantara
Bhàko: The Golden Leaf;2019;13+; Drama            ;48 min;;;Alif Septian;Alan Adma;Mahrus Fauzi;Riski Nur Lailia;Uzlatus Sakinah
Dead in the Water;2015;13+; Short, Horror            ;4 min;;;Aria Bima;Albarezi Candera;Cep Hendra;Marvell Kairupan;Mayra Kairupan
Taring;2016;13+; Short, Horror            ;12 min;;;Christ Oscar Pelamonia;Albarezi Candera;Marvell Kairupan;Pieter Lopulalan;Joshua Matulessy
Seikat Jiwa;2018;13+; Short, Family            ;6 min;;;Annisa Adjam;Albert Alessandro;Liz Besoes;Acha Khalida;Lana Nurino Panuju
Battle Fever;2015;13+; Short, Action            ;19 min;;;Michael Purnama;Albert Cen;Rendy Fudoh;Luis Jocom;Peter Pastimoore
Denias, Singing on the Cloud;2006;TV-PG; Drama, Family            ;110 min;7,4;169;John de Rantau;Albert Fakdawer;Ari Sihasale;Marcella Zalianty;Mathias Muchus
Haryo;2013;13+; Short            ;14 min;;;Zidny Nafian;Aldhi Bibiw Suharso;Alvin Joseph Mulyaba;Titus Kristofer;N/A
Wasangka;2018;13+; Short, Drama, History            ;18 min;;;Wisnu Dewa Broto;Aldhi Bibiw Suharso;N/A;N/A;N/A
Rimba Kini;2018;13+; Documentary, Short, Adventure            ;18 min;;;Wisnu Dewa Broto;Aldhi Bibiw Suharso;N/A;N/A;N/A
Kemasukan Setan;2013;13+; Horror            ;90 min;5,8;8;Muhammad Yusuf;Aldiansyah Taher;Vivi Sofa;Farah Diba;N/A
