Title;Year;Rated;Genre;Runtime (Minutes);Rating;Votes;Director;Star 1;Star 2;Star 3;Star 4
Cinta Abadi;2019;13+; Drama            ;60 min;;;Dea Marella;Amanda Rawles;Brandon Salim;Shandy William;N/A
Dear Nathan: Thank You Salma;2022;13+; Drama, Romance            ;112 min;7,2;140;Kuntz Agus;Amanda Rawles;Jefri Nichol;Ardhito Pramono;Indah Permatasari
Dear Nathan;2017;13+; Drama, Romance            ;99 min;6,8;550;Indra Gunawan;Amanda Rawles;Jefri Nichol;Surya Saputra;Rayn Wijaya
A World Without;2021;TV-MA; Drama, Mystery, Sci-Fi            ;107 min;3,9;374;Nia Di Nata;Amanda Rawles;Maizura;Asmara Abigail;Chicco Jerikho
Merindu Cahaya de Amstel;2022;R13+; Drama, Romance            ;107 min;8,1;49;Hadrah Daeng Ratu;Amanda Rawles;Rachel Amanda;Bryan Domani;Oki Setiana Dewi
Skripsick: Derita Mahasiswa Abadi;2021;13+; Drama            ;42 min;8,7;9;Reka Wijaya Kusuma;Amanda Rawles;Rayn Wijaya;Susan Sameh;Tommy Limm
Satria Heroes: Revenge of the Darkness;2017;TV-PG; Action, Adventure, Drama            ;92 min;4,7;72;Kenzô Maihara;Amandha Wyanto;Abio Abie;Adhitya Alkatiri;Stella Cornelia
Ambo Nai Sopir Andalan;2022;SU; Comedy, Drama            ;83 min;9,2;18;Andi Burhamzah;Ambo Nai;Syaiful M.;Fendy Pratama;Diny Arishandy
Cado Cado: Doctor 101;2016;13+; Comedy, Drama, Romance            ;103 min;6,5;71;Ifa Isfansyah;Amec Aris;Tika Bravani;Adipati Dolken;Gito Gilas
Cipularang's Mystery;2013;13+; Horror            ;89 min;5,2;19;Dede Ferdinand;Amel Alvie;Hendrik Bhibir;Kris Firdaus;Rommy Kusuma
Fantastic Nite;2016;13+; Short, Fantasy            ;11 min;9;6;Zidny Nafian;Amelia Vindy;Reza Chandika;Ivan Oktavian;Cayuz Canisius Paru
Pengantin Sunat;2010;13+; Comedy            ;79 min;3;16;Rako Prijanto;Aming Sugandhi;Dara Rizki Ruhiana;Cameria Happy Pramita;Ayu Dewi
Perjaka Terakhir;2009;13+; Drama            ;90 min;3,6;15;Arie Azis;Aming Sugandhi;Fahrani;Reza Rahadian;Nani Widjaja
Doa yang Mengancam;2008;13+; Drama            ;90 min;6,3;49;Hanung Bramantyo;Aming Sugandhi;Jojon;Titi Kamal;Oka Antara
XXL: Double Extra Large;2009;13+; Comedy            ;90 min;4,5;28;Ivander Tedjasukmana;Aming Sugandhi;Mey Chan;Sarah Sechan;Meriam Bellina
The Jak;2007;13+; Documentary, Sport            ;75 min;;;Andibachtiar Yusuf;Amir Pohan;Ferry Indrasjarief;N/A;N/A
Nugau: Stay at Home;2020;13+; Short, Drama            ;11 min;;;Dedetria Holyri;Ammar;Gabriel Azola;Mitha Cicila;Rigel Mahyuza
Hayya 2: Dream, Hope and Reality;2022;R13+; Drama            ;100 min;5,3;6;Jastis Arimba;Amna Hasanah Shahab;Dini Aminarti;Dimas Seto;Donny Alamsyah
Lampu ajaib;2016;13+; Family, Fantasy            ;60 min;;;Bobby Moeryawan;Ana C. Pinem;Pitradjaya Burnama;Asmirandah;Gracia Indri
The Stories of ++;2017;13+; Documentary, Short, Drama            ;6 min;;;Tasya Arsyta Kahfi;Anak Agung Sagung Vivi Widyanti;Adinda Assyfa Kamalia;N/A;N/A
Pulang;2021;13+; Short, Drama            ;7 min;;;Aldis Elwan;Ananda Innaka Rahman;N/A;N/A;N/A
Terang Malam;2014;13+; Sci-Fi            ;42 min;;;Pandu Birantoro;Ananda Moechtar;Indra Birowo;Ernest Samudera;Naya Anindita
Euphoria;2011;13+; Comedy, Drama            ;130 min;;;Pandu Birantoro;Ananda Moechtar;Indri Sriwattana;Maurits Fandoe;Suryanata Hatta
Mama Cake;2012;13+; Comedy, Drama            ;137 min;7,7;81;Anggy Umbara;Ananda Omesh;Boy William;Arie Dagienkz;Fajar Umbara
Time Stops;2017;13+; Documentary, Short, Drama            ;13 min;8,3;7;Bobby Zarkasih;Ananta Rizky;Ayusita Destiana;Bobby Zarkasih;N/A
Tuhan Minta Duit;2022;R13+; Drama            ;77 min;8,6;7;Azhar Kinoi Lubis;Anantya Rezky;Asrul Dahlan;Putri Ayudya;Rendy Khrisna
D'Girlz Begins;2006;13+; Action, Crime;100 min;;;Tengku Firmansyah;Andhika;Meriam Bellina;Dhena;Disa
Puber;2008;13+; Drama            ;89 min;;;Gerhard S. Mali;Andhika Gumilang;Ryana Dea;Rizky Hanggono;Ade Asmarani
Kejarlah Jodoh Kau Kutangkap;2011;13+; Comedy            ;103 min;6,1;28;Indrayanto Kurniawan;Andhika Pratama;Donita;Lydia Kandou;Bertrand Antolin
Whipped;2020;TV-14; Comedy, Drama, Romance            ;97 min;4,1;646;Chandra Liow;Andovi Da Lopez;Jovial Da Lopez;Tommy Limm;Chandra Liow
Sinema Purnama;2012;13+; Drama            ;98 min;;;Pandu Birantoro;Andra Fembriarto;Radian Kanugroho;Ray Nayoan;Andrie Rizky
It's Not Raining Outside;2009;13+; Short            ;16 min;6,7;14;Yosep Anggi Noen;Andrea Andjaringtyas Adhi;Jamaludin Latief;Damar Anggarawati;Juni
A Diary of Letters to God;2017;13+; Adventure, Drama, Fantasy            ;120 min;7,3;151;Fajar Bustomi;Andreas Sullivan;Bima Azriel;Bunga Citra Lestari;Joe Taslim
Between Us;2022;13+; Drama            ;89 min;;;Andreuw Parinussa;Andreuw Parinussa;Maizura;Rizky De Keizer;Juryanti Chonding
Takut: Tujuh Hari Bersama Setan;2015;13+; Horror            ;78 min;6,2;7;Nayato Fio Nuala;Andrew Andika;Aditya Rino;Kenny Mayang Sari;Audia Shavira
Hagesu (Hantu Gendong Susu);2015;13+; Horror            ;121 min;;;Dedy Mercy;Andrew Andika;Celia Thomas;Melanie Achmad;Herichan
Marapu, Fire & Ritual;2021;13+; Documentary            ;80 min;;;Andrew James Campbell;Andrew James Campbell;Ferry Faisal Rahman;N/A;N/A
The Disposal;2013;13+; Short, Drama            ;26 min;6,4;7;William Chandra;Andri Cung;Atiqah Hasiholan;Emil Kusumo;Aida Nurmala
Night and Day;2021;13+; Short, Drama, Thriller            ;16 min;;;Patrick Joshua;Andri Mashadi;Dimaz Andrean;Widiyashara S.;Alfian Phang
Tunnel;2020;13+; Crime, Drama, Mystery            ;30 min;8,5;41;Donny Alamsyah;Andri Mashadi;Hana Malasan;Verdi Solaiman;N/A
Twisted 2;2021;13+; Drama, Horror, Mystery            ;30 min;9,3;6;Sally Marcellina;Andri Mashadi;Ruth Marini;Fatih Unru;N/A
Tukang Ojek Pengkolan;2015;13+; Comedy, Drama            ;;;;Dodi Sanjaya;Andri Sulistiandri;Furry Setya Raharja;Ranty Purnamasari;Eza Yayang
Segi3Hati;2015;13+; Romance            ;65 min;;;Adi Wijananda;Anesya Anggun;Ferry Garink Ardiyan;Bilqis Atari;Mohammad Erlangga
Anxietus Domicupus;2020;13+; Short, Western            ;10 min;;;Gugun Arief;Angel Anjani;Novan Coklat;Paundra Wibatsu;N/A
Roh;2007;13+; Horror            ;103 min;5;15;Atok Suharto;Angel Bella;Ryan Delon;Zaenal Abidin Domba;Irul Luthan
Reva: Guna Guna;2019;17+; Horror            ;80 min;4,5;14;Jose Poernomo;Angel Karamoy;Pamela Bowie;Wulan Guritno;Dewi Rezer
Revan & Reina;2018;13+; Drama, Romance            ;98 min;8;42;Andreas Sullivan;Angela Gilsha;Bryan Domani;Irsyadillah;Ajun Perwira
Samudra Cinta;2021;13+; Drama            ;60 min;2;12;Rangga Azof;Angela Gilsha;Melly Goeslaw;Haico Van Der Veken;N/A
Enam Batang;2022;D17+; Drama            ;82 min;7,2;13;Eman Pradipta;Angela Gilsha;Omar Daniel;Ersya Aurelia;N/A
Keira;2018;17+; Drama            ;84 min;7,8;6;Harry Dagoe;Angelica Simperler;Ray Sahetapy;Ferly Putra;Rocky Jeff
Imaji;2020;13+; Short, Drama            ;6 min;;;Nasrudin Mardiansyah;Angelina Deva;Purwo Diva Nadib Marbentan;Lutfiah Rahmadini;N/A
Kekasih;2008;13+; Drama            ;90 min;4,5;9;Wisnu Adi;Angga Dwisaputra;Vonny Kristianda;Pitradjaya Burnama;Donny Damara
Mariposa;2020;TV-14; Comedy, Drama, Romance            ;117 min;6,8;750;Fajar Bustomi;Angga Yunanda;Adhisty Zara;Dannia Salsabila;Abun Sungkar
The Watcher;2021;13+; Comedy, Drama, Thriller            ;79 min;6;53;Anggy Umbara;Angga Yunanda;Caitlin Halderman;Yudha Keling;Jeremy Thomas
Devil on Top;2021;TV-14; Comedy, Romance            ;104 min;5,5;175;Anggy Umbara;Angga Yunanda;Cinta Laura Kiehl;Joshua Suherman;Kenny Austin
Tabu: Mengusik Gerbang Iblis;2019;17+; Horror            ;96 min;5,7;58;Angling Sagaran;Angga Yunanda;Isel Fricella;Bastian Steel;Agatha Chelsea
First, Second & Third Love;2021;TV-14; Drama, Romance            ;105 min;6,8;170;Gina S. Noer;Angga Yunanda;Putri Marino;Slamet Rahardjo;Ira Wibowo
Under the Age;2020;TV-14; Drama, Romance            ;92 min;5,6;480;Emil Heradi;Angga Yunanda;Yoriko Angeline;Shenina Cinnamon;Amel Carla
Wind, Way, and Wings;2014;13+; Short, Adventure, Drama            ;10 min;7,6;7;Fajri Hariyuki;Anggi Edison;Andi Jagger;Lutvi Wicaksono;N/A
Dino;2013;SU; Short, Drama, Family            ;15 min;;;Edward Gunawan;Anggi Frisca;Arif Dharma;Wilza Lubis;Surya Saputra
Pernikahan Palsu;2022;13+; Drama, Romance            ;35 min;1,5;11;Mischa Chandrawinata;Anggika Bolsterli;Rionaldo Stockhorst;Kevin Kambey;N/A
Invisible Hopes;2021;17+; Documentary            ;105 min;;;Lamtiar Simorangkir;Anggrek;Fifi;Midun;N/A
The X Factor Indonesia;2012;D; Music, Reality-TV            ;120 min;6,8;19;Fabian Dharmawan;Anggun;Ahmad Dhani;Robby Purba;Rossa
Suzzana: Buried Alive;2018;TV-MA; Drama, Horror, Thriller            ;125 min;5,5;957;Rocky Soraya;Anggy Umbara;Luna Maya;Herjunot Ali;T. Rifnu Wikana
Hantu Jeruk Purut;2006;13+; Horror            ;91  min;4,8;65;Nayato Fio Nuala;Angie Virgin;Sheila Marcia;Samuel Zylgwyn;Valia Rahma
From London to Bali;2017;13+; Comedy, Drama, Romance            ;91 min;6,2;26;Fajar Bustomi;Angling Sagaran;Ricky Harun;Nikita Willy;Jessica Mila
Vibrant Jakarta;2019;13+; Documentary, Short            ;3 min;7,6;13;Livi Zheng;Anies Baswedan;Livi Zheng;N/A;N/A
100% Halal;2020;13+; Drama            ;100 min;6,6;61;Jastis Arimba;Anisa Rahma;Anandito Dwis;Kinaryosih;Arafah Rianti
The Newsroom;2019;SU; News, Reality-TV            ;;;;Esther Cramer;Anjana Demira;Nadia Soekarno;Mayfree Syari;N/A
7 Hari Menembus Waktu;2015;R13+; Fantasy            ;89 min;;;Nayato Fio Nuala;Anjani Dina;Teuku Rasya;Ciccio Manassero;Amanda Rawles
Koper;2006;13+; Drama            ;120 min;5,4;18;Richard Oh;Anjasmara;Joko Anwar;Djenar Maesa Ayu;Arie Dagienkz
Everyday Is a Lullaby;2020;13+; Drama, Mystery, Thriller            ;81 min;6,6;6;Putrama Tuta;Anjasmara;Raihaanun Soeriaatmadja;Fahrani;Aghi Narottama
Kau & Dia 2;2022;13+; Drama, Romance            ;117 min;6,4;5;Ivan Bandhito;Anneth Delliecia;Ari Irham;Gabriel Prince;Zara Leola
You and Me;2021;13+; Drama, Romance            ;96 min;7,1;13;Ivan Bandhito;Anneth Delliecia;Zara Leola;Ari Irham;Rheno Poetiray
Masih (Cinta) Terbaik;2020;13+; Drama            ;40 min;;;Bryan Domani;Annette Edoarda;Luthfi Aulia Ramadhan;Bryan Andrew;N/A
Before Night Falls;2022;R13+; Drama, Horror, Mystery            ;102 min;6,1;56;Helfi C.H. Kardit;Annette Edoarda;Novia Bachmid;Jeffry Reksa;Fajar Leeminerale
Nyai: A Woman from Java;2016;13+; Drama            ;90 min;7,3;19;Garin Nugroho;Annisa Hertami;Rudy Corenz;Cahwati Sugiarto;Gunawan Maryanto
Madu Murni;2022;R13+; Comedy, Drama            ;96 min;8,1;12;Monty Tiwa;Annisa Meutia;Irish Bella;Ammar Zoni;Aulia Sarah
Langit Biru;2011;R; Comedy, Drama, Family            ;93 min;6,7;24;Lasja Fauzia;Annisa Pinandita;Cody Mcclendon;Jeje Soekarno;Natalie Zenn
Anak Langit;2020;13+; Family            ;;6,5;17;Stefan William;Anthony Xie;Hana Saraswati;Mario Maulana;N/A
Buku Harian Seorang Istri;2021;13+; Drama            ;;2,8;17;Maruli Ara;Antonio Blanco Jr.;Hana Saraswati;Cinta Brian;Zoe Abbas Jackson
Hitam Putih;2010;13+; Talk-Show            ;75 min;5,2;8;Deddy Corbuzier;Anugrah Prahasta;Fanny Ghassani;Rico Ceper;Deddy Corbuzier
Neon City Files;2019;13+; Short, Sci-Fi            ;8 min;;;Evan Rianto;Anya Aureel;Kitty Felicia;Prasajadi Heru;Rhoald Marcellius
Tiwus dan Satu Miliar Pilihan;2019;13+; Short, Drama            ;8 min;;;Revicko Octavian;Aqsal Bayu Arbima;Reyza Julyansyah;Emerentia Indah;Selo Argananto
Lukas: The Journey of an Altar Boy;2021;13+; Drama            ;31 min;9,6;10;Jay Sukmo;Aradhana Rahadi;Ruth Marini;Rizky Hanggono;Lydia Kandou
Yuni;2021;TV-MA; Drama            ;95 min;7,5;1,029;Kamila Andini;Arawinda Kirana;Asmara Abigail;Sekar Sari;Marissa Anita
Rompis;2018;13+; Drama, Romance            ;99 min;6,4;217;Monty Tiwa;Arbani Yasiz;Adinda Azani;Umay Shahab;Beby Tsabina
Ranah 3 Warna;2021;SU; Drama            ;150 min;8,7;83;Guntur Soeharjanto;Arbani Yasiz;Amanda Rawles;Teuku Rasya;David Chalik
Live with My Ketos;2022;13+; Romance            ;43 min;5,8;48;Annisa Meutia;Arbani Yasiz;Arya Vasco;Maria Theodore;Adhisty Zara
Kiko in the Deep Sea;2019;SU; Animation, Adventure            ;11 min;;;Sally Wongso;Arbani Yasiz;Felicya Angellista;Robby Purba;N/A
IPA & IPS;2022;D; Comedy, Drama, Romance            ;53 min;9,2;11;Amin Ishaq;Arbani Yasiz;Kenzo Defras;Cut Syahra;Sitha Marino
Titus: Mystery of the Enygma;2020;TV-G; Animation, Adventure, Comedy            ;95 min;8,1;71;Dineshkumar Subashchandra;Arbani Yasiz;Ranty Maria;Lukman Sardi;Robby Purba
Surat Untuk Jakarta;2016;SU; Animation, Short            ;2 min;;;Aditya Prabaswara;Ardhira Anugrah Putera;Andre Sugianto;N/A;N/A
Story of Kale: When Someone's in Love;2020;TV-MA; Drama, Romance            ;77 min;6,4;291;Angga Dwimas Sasongko;Ardhito Pramono;Aurélie Moeremans;Arya Saloka;Roy Sungkono
Tebih;2020;13+; Short, Drama            ;8 min;;;Revicko Octavian;Ardho Kalis;Ayu Puspita Sari;Widjiati;N/A
Dear Diary - Caring is Everything;2016;13+; Short, Drama            ;4 min;;;William Sanjaya;Ardian Alessandro;Marvel Ferdinand;Hanny Gunawan;Feliana Juanita
School of the Dead;2016;13+; Horror            ;4 min;;;Gandhi Fernando;Ardina Rasti;Nicky Tirta;Angelica Simperler;N/A
The Game Kiss;2011;13+; Short, Drama, Romance            ;9 min;5,6;11;Paul Agusta;Ardy Rinaldy;Yohannes Simon Sanggor;N/A;N/A
Seputih Cinta Melati;2014;13+; Drama, Family            ;107 min;;;Ari Sihasale;Argo;Asrul Dahlan;Naomi Ivo;Chicco Jerikho
Enak Sama Enak;2012;13+; Comedy            ;80 min;2,3;15;Nayato Fio Nuala;Argo Aa Jimmy;Wawan Bakwan;Eko D.J.;Ade Dora
Generasi 90an: Melankolia;2020;TV-14; Drama            ;91 min;5,6;176;Mohammad Irfan Ramly;Ari Irham;Aghniny Haque;Taskya Namya;Jennifer Coppen
Too Handsome to Handle;2019;TV-PG; Comedy, Drama            ;106 min;6,6;605;Sabrina Rochelle Kalangie;Ari Irham;Nikita Willy;Rachel Amanda;Calvin Jeremy
Jagat Arwah;2022;13+; Fantasy, Horror            ;107 min;7,3;33;Ruben Adrian;Ari Irham;Oka Antara;Cinta Laura Kiehl;Sheila Dara Aisha
#66;2015;13+; Action            ;116 min;5,7;30;Asun Mawardi;Ari Riski Ananda;Erwin Bagindo;Fandy Christian;Franki Darmawan
Rock for Kamtis;2013;13+; Documentary, Music            ;;;;Agni Tirta;Ari Soekamti;Dori Soekamti;Erix Soekamti;N/A
Sepuluh;2009;D; Drama            ;153 min;6,2;18;Henry Riady;Ari Wibowo;Rachel Maryam Sayidina;August Melasz;Keke Harun
Rock Bergema: A Story Behind the Rock Anthem;2012;13+; Short, Music            ;9 min;;;Arief Asril;Aria Baron;Pay Burman;Jimi Multazam;Riri Riza
Cerita-Cerita dari Jakarta;2009;13+; Documentary            ;54 min;;;Jastis Arimba;Ariani Djalal;Sakti Parantean;B.W. Purba Negara;Steve Pillar Setiabudi
A Chocolate Bar;2017;13+; Short, Drama            ;15 min;;;Ashram Shahrivar;Arianto;Ramadaini;Pia;Mirza
The Secret: Suster Ngesot Urban Legend;2018;13+; Drama, Horror, Mystery            ;82 min;3,5;64;Raffi Ahmad;Arie Azis;Nagita Slavina;Marshanda;Raffi Ahmad
4 Tahun Tinggal Di Rumah Hantu;2014;13+; Horror            ;110 min;;;Jessica Angelica;Arie Dwi Andhika;Fahmi Bo;Lia Ladysta;Agus Leo
Susah Sinyal: The Series;2022;TV-14; Comedy, Drama            ;36 min;7,3;36; Bene Dion Rajagukguk;Arie Kriting;Asri Welas;Boris Bokir;Abdur Arsyad
Remember;2017;13+; Short, Drama            ;7 min;;;Aanisah Pangrutiningtias;Arief H. M;Fatih Muhammad Calief;N/A;N/A
Kasat Mata;2020;13+; Documentary, Animation, Short            ;15 min;;;Sari Pololessy;Arief Maulana;N/A;N/A;N/A
Marid;2017;13+; Short, Drama            ;15 min;;;Galuh Alifani;Arief W.;Galuh Alifani;N/A;N/A
Jack;2019;13+; Comedy, Drama            ;82 min;;;Ainun Ridho;Arief Wibhisono;Grace Tie;Eko Tralala;Metty Endel
Selesai;2021;D17+; Drama            ;83 min;4,8;162;Tompi;Ariel Tatum;Gading Marten;Anya Geraldine;Marini
Perang Kota;2022;13+; Drama, War            ;90 min;;;Mouly Surya;Ariel Tatum;Jerome Kurnia;Lukman Sardi;N/A
The Last Boutmen;2017;13+; Documentary, Short            ;17 min;;;Ali Bayanudin Kilbaren;Arif Ren'el;N/A;N/A;N/A
The Land Beneath the Fog;2011;PG; Documentary            ;102 min;7,8;25;Shalahuddin Siregar;Arifin;Muryati;Sudardi;N/A
The Professionals;2016;13+; Action, Crime            ;95 min;6,7;48;Affandi Abdul Rachman;Arifin Putra;Cornelio Sunny;Fachry Albar;Imelda Therinne
Rembulan Tenggelam di Wajahmu;2019;13+; Drama            ;93 min;6,7;35;Danial Rifki;Arifin Putra;Juan Bione Subiantoro;Donny Alamsyah;Anya Geraldine
Down Swan;2019;SU; Drama            ;87 min;;;Fuad Akbar;Arina Dhisya;Ariyo Wahab;Putri Ayudya;Marsha Pical
Nightmare Side;2013;13+; Horror            ;75 min;;;Intan Rizky Mutiaz;Ario Astungkoro;Arya Bima;Aurelia Devi Novi;Sarwendah Tan
Darah Daging;2019;17+; Action, Crime, Drama            ;83 min;7,8;27;Sarjono Sutrisno;Ario Bayu;Donny Alamsyah;Rangga Nattra;Arnold Leonard
5 Cowok Jagoan: Rise of the Zombies;2017;13+; Action, Comedy            ;106 min;6,6;34;Anggy Umbara;Ario Bayu;Dwi Sasono;Cornelio Sunny;Arifin Putra
The Queen of Black Magic;2019;17+; Drama, Horror, Mystery            ;99 min;6,5;2,498;Kimo Stamboel;Ario Bayu;Hannah Al Rashid;Adhisty Zara;Muzakki Ramdhan
The Returning;2018;13+; Horror            ;88 min;7,1;30;Witra Asliga;Ario Bayu;Laura Basuki;Tissa Biani Azzahra;Muzakki Ramdhan
Soekarno;2013;16+; Biography, Drama, History            ;137 min;6,9;515;Hanung Bramantyo;Ario Bayu;Muhammad Abbe;Moch. Achir;Norman R. Akyuwen
Catatan (Harian) Si Boy;2011;13+; Action, Drama, Romance            ;96 min;7,1;138;Putrama Tuta;Ario Bayu;Onky Alexander;Abimana Aryasatya;Tara Basro
Banda: The Dark Forgotten Trail;2017;SU; Documentary            ;94 min;7,4;115;Jay Subiakto;Ario Bayu;Reza Rahadian;N/A;N/A
Five Indo Samurai;2019;13+; Short, Adventure, Fantasy            ;21 min;9,2;12;Scott Allen Nollen;Arizkia Afrilio Amarulloh;Arviansyah Julio Amarulloh;Ardi;Dewi
Missing Home;2022;R13+; Comedy, Drama            ;114 min;8,1;1,250;Bene Dion Rajagukguk;Arswendy Bening Swara;Tika Panggabean;Boris Bokir;Ghita Bhebhita
Planet Mars;2008;13+; Comedy, Drama, Romance            ;90 min;;;Reka Wijaya;Artika Sari Devi;Yogi Finanda;Adhitya Putri;Ariyo Wahab
Booking Out;2020;13+; Short            ;27 min;;;Fuad Hilmi Hirnanda;Arum Wangi Asriningati;Elang El Gibran;Alex Suhendra;N/A
Putih Abu-Abu dan Sepatu Kets;2009;13+; Drama            ;80 min;4,2;22;Nayato Fio Nuala;Arumy Bachsin;Adipati Dolken;Filda Effendi;Rana Audi Marissa
Hattrick;2012;PG-13; Action, Comedy, Drama            ;104 min;7,8;37;Robert Ronny;Arumy Bachsin;Pong Harjatmo;Michael Jakarimilena;Olivia Louise
18+: True Love Never Dies;2010;TV-MA; Drama            ;90 min;5;184;Nayato Fio Nuala;Arumy Bachsin;Rangga Djoned;Adipati Dolken;Wulan Guritno
Pocong Jumat Kliwon;2010;13+; Comedy, Horror            ;77 min;2,8;21;Nayato Fio Nuala;Arumy Bachsin;Sazha Carissa;Dana Cole;Monique Henry
Siapa?;2019;13+; Short, Horror            ;5 min;;;Fitria Nissa Zahara;Arvira Isrami;Nelly Tbh;N/A;N/A
The Kost Challenge;2013;13+; Comedy            ;;;;Vincentius Madya;Arya Permana;Fransin Marshal;Yunito Medio Kusuma;Vincentius Madya
Menunggu Pagi;2018;17+; Drama            ;82 min;6,8;37;Teddy Soeriaatmadja;Arya Saloka;Arya Vasco;Aurélie Moeremans;Juan Bione Subiantoro
Titisan;2020;13+; Horror            ;46 min;7,9;19;Ginanti Rona;Arya Vasco;Wulan Guritno;Imelda Therinne;Amanda Rawles
Viva Indonesia;2001;13+; Drama, Crime            ;90 min;7,2;10;Ravi L. Bharwani;Aryo Danusiri;Asep Kusdinar;Lianto Luseno;Nana Mulyana
Vampire;2014;13+; Short, Comedy, Horror            ;12 min;;;Fitro Dizianto;Aryudha Fasha;Eka Wahyu Primadani;Mirza;Friska Senja Kharisma
Here, I'm Waiting for You;2015;13+; Short, Comedy            ;23 min;;;Jeihan Angga;Aryudha Fasha;Ninda Filasputri;Zaky Nurrohman;N/A
Mama mia show;2007;13+; Game-Show, Music, Reality-TV            ;;;;Harry Nugroho;Arzetti Bilbina;Denny Cagur;Ahmad Dhani;Steny Agustaf
Dear Stranger;2022;13+; Drama, Romance            ;150 min;;;Bobby Prasetyo;Ashira Zamita;Umay Shahab;Prilly Latuconsina;Rey Bong
Jentera;2015;13+; Short, Drama, Fantasy            ;19 min;7,1;9;Dmaz Brodjonegoro;Asmara Abigail;Alfie Alfandi;Novie Piw;Erma Zarina
Cult;2019;17+; Horror            ;89 min;6;74;William Chandra;Asmara Abigail;Derby Romero;Rizky Nazar;Gesata Stella
Jenny;2016;13+; Short, Horror            ;10 min;6,9;9;Joko Anwar;Asmara Abigail;N/A;N/A;N/A
Don't Blink;2016;13+; Short, Horror            ;1 min;5,3;6;Joko Anwar;Asmara Abigail;N/A;N/A;N/A
Homecoming;2019;13+; Drama            ;93 min;7,2;68;Adriyanto Dewo;Asmara Abigail;Putri Ayudya;Ibnu Jamil;Yoga Pratama
Dapur Napi;2022;18+; Drama            ;40 min;;;Rein Maychaelson;Asmara Abigail;Shenina Cinnamon;Andri Mashadi;Clara Bernadeth
Cinta Suci;2019;13+; Romance            ;;;;Irish Bella;Asmirandah;Dinda Kanyadewi;Ammar Zoni;N/A
Tanah Air Beta;2010;13+; Drama            ;95 min;7,9;41;Ari Sihasale;Asrul Dahlan;Alexandra Gottardo;Thessa Kaunang;Griffit Patricia
Selimut Berdarah;2010;13+; Thriller            ;90 min;3,2;11;Ferry Ipey Assad;Assad M.A.;Dimaz Andrean;Ananda George;Enno Lerian
Tumbal Hitam: Darah Anak Melik;2022;17+; Horror            ;89 min;;;Mimi Jegon;Astrid Ular;Abee Baratha;Galuh Bilen;Rino Mangunsaputro
Untukmu;2003;13+; Drama            ;;6,2;9;Asun Mawardi;Asty Ananta;Erwin Bagindo;Dana Christina;Yunita David
Gara-Gara Bendera;2011;SU; Short, Comedy            ;23 min;;;Jeihan Angga;Aswin Ciprut;Mas Kadir;Mbak Luwi;Novanda
Makassar Is a City for Football Fans;2021;13+; Short, Drama            ;20 min;7;21;Khozy Rizal;Atdriansyah Arishmunandar;Muh. Saleh Hasanuddin;Sabri Sahafuddin;N/A
The Sacred Tree;2021;13+; Short, Horror            ;20 min;;;Adrian Hendrawijaya;Athala Pasya;Imam Zulkipli;N/A;N/A
Emak Ingin Naik Haji;2009;13+; Drama            ;98 min;7,7;151;Aditya Gumay;Ati Kanser Zein;Reza Rahadian;Didi Petet;Niniek L. Karim
Dream Obama;2011;SU; Drama, Family            ;82 min;;;Damien Dematra;Atiq Azhari;Ayu Azhari;Maryam Azhari;Damien Dematra
Mantan Manten;2019;13+; Drama, Romance            ;102 min;7,1;164;Farishad I. Latjuba;Atiqah Hasiholan;Arifin Putra;Tutie Kirana;Tio Pakusadewo
Jamila and the President;2009;SU; Drama            ;87 min;6,8;56;Ratna Sarumpaet;Atiqah Hasiholan;Christine Hakim;Fauzi Baadila;Ria Irawan
Pariban: Idola dari Tanah Jawa;2019;13+; Comedy, Drama            ;101 min;7,4;48;Andibachtiar Yusuf;Atiqah Hasiholan;Ganindra Bimo;Rizky Mocil;Dayu Wijanto
La tahzan;2013;13+; Drama, Romance            ;100 min;6,3;90;Danial Rifki;Atiqah Hasiholan;Joe Taslim;Ario Bayu;Erly Ashy
The Mirror Never Lies;2011;SU; Drama            ;100 min;7,1;100;Kamila Andini;Atiqah Hasiholan;Reza Rahadian;Gita Novalista;Eko
Hello Goodbye;2012;SU; Drama            ;110 min;7;22;Titien Wattimena;Atiqah Hasiholan;Rio Dewanto;Verdi Solaiman;Kenes Andari
Wonderful Life;2016;SU; Drama            ;79 min;6,8;9;Agus Makkie;Atiqah Hasiholan;Sinyo Riza;Lydia Kandou;Alex Abbad
Mafia Insyaf;2010;13+; Action            ;84 min;4,7;28;Otoy Witoyo;Atiqah Hasiholan;Tora Sudiro;Indah Kalalo;Ferry Ardiansyah
3 Nafas Likas;2014;SU; Drama            ;120 min;7,5;36;Rako Prijanto;Atiqah Hasiholan;Vino G. Bastian;Arswendy Bening Swara;Jajang C. Noer
Suster Ngesot;2007;13+; Horror            ;87 min;4,5;32;Viva Westi;Atiqah Hasiholan;Wulan Guritno;Bob Seven;Ardina Rasti
Ruma Maida;2009;13+; Drama            ;90 min;7,6;28;Teddy Soeriaatmadja;Atiqah Hasiholan;Yama Carlos;Verdi Solaiman;Davina Veronica
The Fox Exploits the Tiger's Might;2015;13+; Short, Drama            ;25 min;7,5;59;Lucky Kuswandi;Atreyu Artax Moniaga;Kemas Fauzan;Stefanny Marcelina Sugiharto;Surya Saputra
