Title;Year;Rated;Genre;Runtime (Minutes);Rating;Votes;Director;Star 1;Star 2;Star 3;Star 4
Love Is A Bird;2019;13+; Drama            ;85;8,5;56;Richard Oh;Bront Palarae;Gemilang Sinatrya;Ibel Tenny;Salvita Decorte
Cek Ombak (Melulu);2022;D17+; Drama            ;80;7,4;19;Suroso M.Y.S.;Bryan Domani;Hanggini;Shareefa Daanish;Hans de Kraker
Hari Ini Kenapa, Naira?;2021;13+; Drama            ;83;9,2;42;Umay Shahab;Bryan Domani;Josephine Firmstone;Unique Priscilla;Prilly Latuconsina
My Ice Girl;2022;18+; Drama, Mystery, Romance            ;38;4,6;73;Mawar Eva de Jongh;Bryan Domani;Maria Theodore;Rafael Adwel;
Sin: When Your Lover is a Sibling;2019;TV-14; Drama, Romance            ;100;5,8;104;Herwin Novianto;Bryan Domani;Mawar Eva de Jongh;Jerome Kurnia;Dannia Salsabila
Hantu Pohon Pisang;2022;13+; Horror            ;79;2,4;89;Wisnu Kuncoro;Bryan Liberty;;;
My Generation;2017;13+; Drama            ;106;6,9;75;Upi Avianto;Bryan Warow;Arya Vasco;Lutesha;Alexandra Kosasie
My Journey: Mencari Mata Air;2016;SU; Adventure            ;95;9,4;20;Joko Nugroho;Btari Chinta;Christopher V. Warren;Cindy Celine;Celine Wahyudi
Jathilan: Trance and Possession in Java;2011;13+; Documentary, Short, History            ;27;6,1;26;Robert Lemelson;Budi;Hari;Jajuli;Kasidy
Ada Kamu, Aku Ada;2008;SU; Drama            ;105;5,3;33;Rizal Mantovani;Bunga Citra Lestari;Andhika Pratama;Rama Michael;Olivia Natalia
Saus Kacang;2008;13+; Drama            ;93;5,3;26;Indrayanto Kurniawan;Bunga Citra Lestari;Ashraf Sinclair;Nadia Saphira;Marsha Milan Londoh
3 Srikandi;2016;TV-PG; Biography, Drama, Sport            ;121;6,6;236;Iman Brotoseno;Bunga Citra Lestari;Chelsea Islan;Tara Basro;Reza Rahadian
Jilbab Traveler: Love Sparks in Korea;2016;13+; Drama, Romance            ;112;6;28;Guntur Soeharjanto;Bunga Citra Lestari;Morgan Oey;Giring Ganesha;Ringgo Agus Rahman
Kangen;2007;13+; Drama, Romance            ;91;6;18;Nayato Fio Nuala;Bunga Citra Lestari;Reuben Elishama;Reuben E. Hadju;Nino Fernandez
My Stupid Boss;2016;TV-14; Comedy            ;108;7,1;1593;Upi Avianto;Bunga Citra Lestari;Reza Rahadian;Alex Abbad;Bront Palarae
Kosong;2016;13+; Short, Thriller            ;9;2,7;14;Allo Geaffary;Bunga Rachmawati Amir;Rachamd Amir;Fauzi Baadila;Dondi Kakkoi
Viral;2018;13+; Short, Drama            ;8;3,6;12;Oki Jodi;Caca Zeta;Zidny Nafian;Walma Jelena;Ricky Zakno
2 Worlds;2016;13+; Short, Sci-Fi            ;12;1,4;10;Christiansen Megumi Kanta;Cafalundi Brilianegoro;Yasmin Nurul Hafsanah;Michael Juan;Kevin Kristofer Kosasih
DeoNeio: Villa Massacre;2021;13+; Short, Horror            ;28;6,4;869;Orista Primadewa Hadiwiardjo;Cahya Puteri;Adam Putra;Stevanus Oscar;Dwipa Hamzah
DreadOut;2019;17+; Adventure, Fantasy, Horror            ;97;5;689;Kimo Stamboel;Caitlin Halderman;Jefri Nichol;Marsha Aruan;Ciccio Manassero
Ivanna;2022;R; Horror, Thriller            ;103;6,7;319;Kimo Stamboel;Caitlin Halderman;Jovarel Callum;Junior Roberts;Shandy William
Surat Cinta Untuk Starla: The Series;2017;13+; Comedy, Drama, Romance;83;4,2;30;Rudi Aryanto;Caitlin Halderman;Nesia Weroza Puspa;Zsazsa Utari;Jefri Nichol
Pretty Little Liars;2020;13+; Drama, Mystery, Romance            ;45;7,2;282;Emil Heradi;Caitlin Halderman;Valerie Thomas;Shindy Huang;Anya Geraldine
Andini Indosiar;2010;13+; Drama            ;83;5,8;19;Imel Putri Cahyati;Cali Marsal;;;
Masa Depan Cerah 2040;2020;13+; Short, Comedy, Sci-Fi            ;18;6,3;10;Winner Wijaya;Callista Amadira;Bernadette Bonita;Gilbert Pattiruhu;
Vina Bilang Cinta;2005;13+; Romance            ;95;5,2;12;Indra Yudhistira;Callista Argentina;Delon;Elmayana Sabriena;Rachel Maryam Sayidina
Jiwa Manis;2022;13+; Drama            ;22;7,7;13;Abdurrahman Arif;Calvin Jeremy;Farish Nahdi;Naura Hakim;Abdurrahman Arif
English Massive Kediri;2021;13+; Drama            ;83;6,5;14;M. Adhiyat;Calvin Jeremy;Lita Soewardi;Cisca Becker;
Selendang Rocker;2009;13+; Comedy, Music            ;89;5,8;15;Awi Suryadi;Candil;Saykoji;Ramzi;Edric Tjandra
Ora Srawung, Mati Suwung;2020;13+; Short, Drama            ;18;8,8;24;Destian Rendra Pratama;Candra Savitri Devi;Nunuk Herini;Lintang Pandu Pratiwi;Supiyah
Angling Dharma;2000;13+; Action            ;60;8,4;33;Anto Wijaya;Candy Satrio;Jill Carissa;Revi Mariska;Anto Wijaya
Letter from Death;2020;13+; Horror            ;86;5,6;15;Hestu Saputra;Carissa Perusset;Endy Arfian;Jerome Kurnia;Omara N. Esteghlal
Hijab;2015;13+; Comedy, Drama            ;100;6;23;Hanung Bramantyo;Carissa Putri;Zaskia Adya Mecca;Tika Bravani;Natasha Rizki
Ada Yang Berbeda?;2022;13+; Short, Drama            ;8;8,1;26;Raul Abraham;Catherine Lubrien;Alviani Gloria Sisti;;
Pengantin Pantai Biru;2010;D; Horror            ;74;2,6;30;Nayato Fio Nuala;Cathrine Wilson;Keith Foo;Uli Auliani;Cynthiara Alona
Misteri Hantu Selular;2011;13+; Horror            ;86;6,5;15;Indra Tirtana;Celine Evangelista;Boy Hamzah;Reynavenzka;Permadi Sh
Rise of the Eco-Warriors;2014;13+; Documentary, Action, Adventure            ;105;8,4;64;Cathy Henkel;Chai Chin;Paul Daley;Ben Dessen;Fahrani
The Hacker;2015;13+; Short, Sci-Fi            ;28;6,8;24;Fajri Hariyuki;Chandra Z. Airlangga;Febrian Fadli;Andi Jagger;Fatio Yosando
Hafalan Shalat Delisa;2011;TV-Y7; Drama, Family            ;102;6,5;150;Soni Gaokasak;Chantiq Schagerl;Reza Rahadian;Nirina Zubir;Ghina Salsabila
The Heartbreak Club;2021;TV-14; Comedy, Drama, Romance            ;101;6,3;202;Bagus Bramanti;Charles Gozali;Bhisma Mulia;Denira Wiraguna;Fransisca Saraswati Puspa Dewi
Merry Riana: Mimpi Sejuta Dolar;2014;TV-14; Biography, Comedy, Drama            ;105;6,6;200;Hestu Saputra;Chelsea Islan;Dion Wiyoko;Kimberly Ryder;Ferry Salim
Love You... Love You Not;2015;TV-14; Comedy, Drama, Romance            ;95;5,6;67;Sridhar Jetty;Chelsea Islan;Hamish Daud;Miller Khan;R.R. Melati Pinaring
May the Devil Take You;2018;TV-MA; Horror, Mystery, Thriller            ;110;5,9;4424;Timo Tjahjanto;Chelsea Islan;Pevita Pearce;Ray Sahetapy;Karina Suwandhi
May the Devil Take You Too;2020;17+; Fantasy, Horror, Mystery            ;110;6;1090;Timo Tjahjanto;Chelsea Islan;Widika Sidmore;Baskara Mahendra;Hadijah Shahab
Forever Holiday in Bali;2018;13+; Comedy, Romance            ;90;2,5;79;Ody C. Harahap;Cheon Doong;Caitlin Halderman;Reza Aditya;Sonia Alyssa
Dear Zefanya;2020;13+; Short, Romance            ;10;2,1;50;Pradhana Wibisono;Chessa Amalia;Amriza Basyari Batubara;Mayra Sava Charity;Mohammed Nabiel Harmoun
We Are Moluccans;2014;13+; Biography, Drama, Sport            ;151;7,9;207;Angga Dwimas Sasongko;Chicco Jerikho;Abdurrahman Arif;Jajang C. Noer;Ridho Hafiedz
Bayu Cinta Luna;2010;13+; Romance            ;60;7,6;5;Akbar Bhakti;Chicco Jerikho;Bunga Citra Lestari;Arie Dwi Andhika;Celine Evangelista
Bukaan 8;2017;13+; Comedy, Drama            ;104;7,1;119;Angga Dwimas Sasongko;Chicco Jerikho;Lala Karmela;Tio Pakusadewo;Sarah Sechan
Speak of the Devil;2017;13+; Short, Crime, Drama            ;22;5,4;63;Albert Suwasa;Chicco Jerikho;Marthen Mandagi;;
Filosofi Kopi The Series: Ben & Jody;2017;13+; Drama            ;10;7,6;8;Rio Dewanto;Chicco Jerikho;;;
Ah... I'm Falling in Love;2016;13+; Drama            ;85;6,4;69;Garin Nugroho;Chicco Jerikho;Pevita Pearce;Nova Eliza;Annisa Hertami
The Postman and Kartini;2016;13+; Drama, History, Romance            ;118;7,8;29;Azhar Kinoi Lubis;Chicco Jerikho;Rania Putri Sari;Ence Bagus;Donny Damara
Ben & Jody;2022;TV-MA; Action, Adventure, Drama            ;114;5,4;304;Angga Dwimas Sasongko;Chicco Jerikho;Rio Dewanto;Hana Malasan;Aghniny Haque
Philosophical Cut;2022;13+; Adventure, Drama            ;30;7,2;10;Rio Dewanto;Chicco Jerikho;Tarra Budiman;Abdurrahman Arif;
Pria;2017;13+; Short, Drama, Family            ;22;6,8;196;Yudho Aditya;Chicco Kurniawan;Jacob McCarthy;Gladhys Elliona Syahutari;Karlina Inawati
Kisah Carlo;2015;13+; Drama            ;83;9,2;104;Putri Ayudya;Chicco Kurniawan;Jajang C. Noer;Natalius Chendana;
Not for Sale;2010;13+; Drama            ;85;4;12;Nayato Fio Nuala;Chindy Anggrina;Arumy Bachsin;Okkie Callerista;Leylarey Lesesne
Horror in Facebook;2010;13+; Horror            ;81;4,3;27;Helfi C.H. Kardit;Chindy Anggrina;Boy Hamzah;Jehan Sienna;Maeeva Amin
Rumah Pondok Indah;2006;13+; Horror            ;95;2,3;25;Irwan Siregar;Chintami Atmanegara;Krissno Bossa;Ricky Harun;Kartika Indah Pelapory
Time;2010;13+; Horror            ;80;5,9;23;Toto Hoedi;Chintami Atmanegara;Sellen Fernandez;Rocky Jeff;Surya Lee
Pai kau;2018;13+; Drama, Mystery            ;86;7;22;Sidi Saleh;Chiu Yen Irina Tan;Anthony Xie;Verdi Solaiman;Ineke Valentina
Seandainya;2012;13+; Drama            ;82;6,8;9;Nayato Fio Nuala;Christ Laurent;Dinda Hauw;Billy As;Yova Gracia
Satria Garuda: Bima;2013;TV-Y7; Action, Adventure, Drama            ;24;8,2;77;Stella Cornelia;Christian Loho;Adhitya Alkatiri;Rayhan Febrian;
Borland Bangun! Ayo Sekolah!;2002;SU; Short, Drama            ;15;4,9;52;Nicholas Yudifar;Christian Prihatinus;;;
Rasa;2009;13+; Action, Crime, Drama            ;105;7;27;Charles Gozali;Christian Sugiono;Pevita Pearce;Wulan Guritno;Alex Komang
Just Mom;2021;R13+; Drama            ;88;8,2;15;Jeihan Angga;Christine Hakim;Ayushita;Ge Pamungkas;Niken Anjani
Pasir Berbisik;2001;13+; Drama            ;106;7,4;207;Nan Triveni Achnas;Christine Hakim;Dian Sastrowardoyo;Slamet Rahardjo;Didi Petet
Ibu Maafkan Aku;2016;R13+; Drama            ;120;9;142;Amin Ishaq;Christine Hakim;Herdin Hidayat;Ade Firman Hakim;Meriza Febriani
Lima Elang;2011;TV-G; Adventure, Drama, Family            ;88;7,6;78;Rudy Soedjarwo;Christoffer Nelwan;Iqbaal Dhiafakhri Ramadhan;Teuku Ryzki;Bastian Steel
Songs of the Silk Road;2020;SU; Animation, Short, Musical            ;15;8,7;6;Victoria M. Gunawan;Christopher Aaron;Valerie Abby;Theodorus Agustinus;Shanice Avriel
A Lady Caddy Who Never Saw a Hole in One;2013;13+; Short, Drama            ;15;7,1;18;Yosep Anggi Noen;Christy Mahanani;Joned Suryatmoko;Arya Sweta;Noen Stanislaus Yoga
All About How You Feel;2018;13+; Short, Romance            ;28;3,5;17;Ananda Wishnu Mukti;Chyntia Caroline;;;
Nama Lain Dunia;2022;13+; Drama, Sci-Fi            ;50;1,6;16;Umam A.P.;Ciccio Manassero;Cassandra Lee;Atiq Rachman;Dannia Salsabila
One Night in Chinatown;2021;13+; Short, Drama            ;19;7,3;65;William Adiguna;Ciccio Manassero;Natasha Ryder;Wani Siregar;Willem Bevers
MatiAnak;2019;13+; Horror            ;85;6,1;115;Derby Romero;Cinta Laura Kiehl;Jovarel Callum;Irsyadillah;Fatih Unru
Tears of Love;2009;TV-14; Drama            ;83;6,7;98;Mischa Chandrawinata;Cinta Laura Kiehl;;;
Oh Baby;2008;13+; Drama            ;90;5,4;81;Cassandra Massardi;Cinta Laura Kiehl;Ridwan Ghany;Randy Pangalila;Rio Bhaskara
Simbiosis;2015;13+; Short, Drama            ;19;7,5;81;Wiranata Tanjaya;Ciptoning Hestomo;Jonathan L. Simatupang;Ikhlasul Wildan;
Midnight;2015;SU; Comedy            ;100;3,5;81;Cuk Fk;Citra Anggun;Gofar Hilman;Dini Takola;Guntur Triyoga
Satu Suro;2019;17+; Horror            ;94;6,2;81;Anggy Umbara;Citra Kirana;Nino Fernandez;Alexandra Gottardo;Willem Bevers
Putri yang Ditukar;2010;13+; Drama;83;4,8;84;Gita Asmara;Citra Kirana;Yasmine Wildblood;Glenn Alinskie;Nikita Willy
Follow Me to Hell;2019;17+; Horror            ;90;5,8;88;Azhar Kinoi Lubis;Clara Bernadeth;Rendy Kjaernett;Cut Mini Theo;Sara Wijayanto
Turn On;2021;TV-14; Drama, Romance            ;45;6,8;61;Giorgino Abraham;Clara Bernadeth;Sonia Alyssa;Erika Carlina;
Rain Behind the Window;2021;TV-14; Drama, Romance            ;87;6,4;14;Dyan Sunu Prastowo;Clara Bernadeth;Yasamin Jasem;Juan Bione Subiantoro;
Desafio;2015;13+; Short, Comedy            ;14;9;15;Nabila Rahmani;Clarimond Michaela;Anastasya Nadya;Satya Pramesi;Maghira Reviano
Kara, Anak Sebatang Pohon;2005;13+; Short            ;7;7,4;16;Edwin;Clarine Baharrizki;Ladya Cheryl;Ela Garo;
Jakarta Project;2001;13+; Drama            ;93;5,1;17;Indra Yudhistira;Claudia Hidayat;Ba'i Soemarlono;Syarmi Amanda;Matthew Holmes
Hanya Kamu;2012;13+; Drama            ;60;8,1;21;M. Haikal;Coboy Junior;Gilbert Marciano;Agung Udijana;Marissa Jeffryna
Pulang;2022;R13+; Drama, Romance            ;84;8,5;6;Azhar Kinoi Lubis;Cok Simbara;Ira Wibowo;Dwi Sasono;Della Dartyan
Aladin & Alakadam;2016;R; Adventure, Comedy, Romance            ;60;9,3;15;Lunar Jaya;Cole Gribble;Sisca Magdalena;Ali Mensan;Yanda Djaitov
Toilet 105;2010;13+; Horror            ;82;5,4;57;Hartawan Triguna;Coralie Gerald;Ricky Harun;Aming Sugandhi;Indra Birowo
3: Alif, Lam, Mim;2015;13+; Action, Drama, Thriller            ;123;7,2;363;Anggy Umbara;Cornelio Sunny;Abimana Aryasatya;Agus Kuncoro;Prisia Nasution
Behind the Door;2015;13+; Short, Drama            ;10;5,4;193;Ryan Monoarfa;Cornelio Sunny;Agni Pratistha;Khiva Iskak;
The Carousel Never Stops Turning;2017;13+; Drama, Thriller            ;84;6,8;24;Ismail Basbeth;Cornelio Sunny;Dhea Ananda;Leilani Hermiasih;Shalfia Fala Pratika
Voices of the Forest: Sulawesi;2000;13+; Documentary, Short, Biography            ;18;3,3;23;Craig Knowles;Craig Knowles;;;
10k;2019;13+; Short, Thriller            ;5;2,5;22;Raka Tama;Cut Fairuz;Fadilus Rozali;Kevin Syahputra;
Jaran Goyang;2018;13+; Horror            ;79;4,9;21;Findo Purwono;Cut Meyriska;Ajun Perwira;Nova Eliza;Mudy Taylor
Pintu Surga Terakhir;2021;R13+; Drama            ;81;8,3;20;Fajar Bustomi;Cut Meyriska;Roger Danuarta;Indro Warkop;Parisa Zainati Shams
Emma' (Mother);2016;TV-14; Biography, Drama            ;77;6,9;149;Riri Riza;Cut Mini Theo;Christoffer Nelwan;Arman Dewarti;Jajang C. Noer
Me vs. Mami;2016;13+; Comedy            ;93;7,6;57;Ody C. Harahap;Cut Mini Theo;Irish Bella;Dimas Aditya;Mike Lucock
Zeta: When the Dead Awaken;2019;17+; Action, Horror            ;94;6,6;35;Amanda Iswan;Cut Mini Theo;Jeff Smith;Dimas Aditya;Edo Borne
Newly Rich;2019;TV-PG; Comedy, Drama, Family            ;96;6,6;697;Ody C. Harahap;Cut Mini Theo;Lukman Sardi;Raline Shah;Derby Romero
Ustad Milenial;2021;13+; Drama            ;83;7,8;121;Hestu Saputra;Cut Mini Theo;Prilly Latuconsina;Endy Arfian;Arbani Yasiz
The Gathering!;2003;TV-MA; Comedy, Drama            ;129;7,3;858;Nia Di Nata;Cut Mini Theo;Tora Sudiro;Aida Nurmala;Surya Saputra
The Gathering! 2;2011;TV-MA; Comedy, Drama            ;119;6,4;181;Nia Di Nata;Cut Mini Theo;Tora Sudiro;Surya Saputra;Aida Nurmala
Laskar Pelangi;2008;TV-G; Adventure, Drama, Family            ;124;7,9;2404;Riri Riza;Cut Mini Theo;Zulfanny;Ikranagara;Lukman Sardi
Cin... Tetangga Gue, Kuntilanak!;2010;13+; Comedy, Horror            ;82;4,9;13;Yan Senjaya;Cynthiara Alona;De'ratu;Topan Dicky;Deden Dower
Ku Tunggu Jandamu;2008;13+; Comedy            ;83;3,4;24;Findo Purwono;Cynthiara Alona;Edi Brokoli;Farah Diana;Dewi Perssik
Raped by Saitan (Diperkosa Setan);2010;13+; Horror            ;84;5,1;44;Petruska Karangan;Cynthiara Alona;Winda Amanta;Anggun;Daffy
As Nature Made Him;2020;13+; Short, Drama            ;7;4,3;25;Fazhrin Salshabila;Dafa;Robiana Kardano;Michael Limantoro;Tam Notosusanto
Berubahlah;2016;13+; Short, Action, Crime            ;22;8,5;6;Alfi Septandhi;Daffa Ulil Abshar;Ghozi Naufalmi Adnan;Arif Fadhilla;Fauzan Pradana Linggih
Malam Jumat Kliwon;2007;17+; Horror            ;90;2,1;37;Nayato Fio Nuala;Daffy Ariaga;Abimana Aryasatya;Nadiah Hasan;Gracia Indri
Movements and Madness: Gusti Ayu;2006;13+; Documentary            ;71;4,1;25;Robert Lemelson;Dag Yngvesson;;;
Tak Sempurna;2013;13+; Action, Comedy, Drama            ;86;7,9;14;Herman Panca;Dallas Pratama;Tya Arifin;Norman R. Akyuwen;Iwa K.
Suparman Reborn;2022;13+; Comedy, Drama            ;40;9,7;16;Lakamayus;Damar Rizal Marzuki;Masayu Clara;Delisa Herlina;Epy Kusnandar
Kabar Gembira;2009;13+; Short            ;22;4,6;19;Nicholas Yudifar;Damas Cendekia;Balham Wadja Siagian;Daffa Sikumbang;
Obama Anak Menteng;2010;13+; Drama            ;105;6,4;22;John de Rantau;Damien Dematra;Hasan Faruq Ali;Teuku Zacky Azwar;Cara Lachelle
The EndGame;2021;13+; Documentary            ;115;7,9;10;Dandhy Laksono;Dan Matteucci;;;
Hai Guys Balik lagi sama Gue, Tuhan!;2020;13+; Short, Comedy            ;4;2,6;21;Winner Wijaya;Dana Wardhana;Antonius Willson;;
Restoring Indonesia's Peatlands: One Pasta at a Time;2019;13+; Documentary, Short            ;4;6,9;32;Daniel Grossman;Daniel Grossman;;;
A Man Called Ahok;2018;13+; Biography, Drama            ;102;8,2;4327;Putrama Tuta;Daniel Mananta;Kin Wah Chew;Eric Febrian;Denny Sumargo
Iris;2014;13+; Short, Drama            ;19;1,3;22;Dira Nararyya;Daniel Mangaraja;;;
Clown of the Dead;2015;13+; Horror, Thriller            ;87;4,8;172;Awi Suryadi;Daniel Topan;Christoffer Nelwan;Aurélie Moeremans;Ratu Felisha
Cinta Bete;2021;D17+; Drama            ;90;5,5;13;Roy Lolang;Daniella Jahzara Tumiwa;Hana Malasan;Adam Farrel;Marthino Lio
Musyrik (Sajen);2021;SU; Short, Comedy, Horror            ;19;8,2;89;Guntur Saputra;Danil Ardiansyah;Akmal Azahri;Angga Nugraha;Moh. Ropick
Garis Cinta;2022;13+; Drama            ;60;6;47;Rafky Sati;Dannia Salsabila;Naufal Samudra Weichert;Nabila Zavira;Farhan Rasyid
Dua Alam - Villa Kaliurang;2021;13+; Horror            ;30;9,3;6;Bobby;Dara;Mars;;
The Promise;2016;D; Thriller            ;90;6,9;9;Bambang Drias;Dara Rizki Ruhiana;;;
Tujuh Bidadari;2018;17+; Horror            ;90;6,8;12;Muhammad Yusuf;Dara Warganegara;Lia Waode;Brigitta Cynthia;Gabriella Desta
Miracle: Jatuh dari Surga;2015;13+; Drama            ;119;3,1;34;Wisnu Adi;Darius Sinathrya;Naomi Ivo;Anneke Jodi;Indra Birowo
Algojo: Perang Santet;2016;13+; Action            ;94;1,9;57;Rudy Soedjarwo;Darius Sinathrya;Stevie Domminique Jollie;Otig Pakis;Christoffer Nelwan
Aral Melintang;2022;13+; Short, Drama            ;19;8;31;Iqbal Mustaqiem;Darwyn Tse;Patty Sandya;Bethari Salsya;Erik Lasmono
Diary of Cattle;2019;13+; Documentary, Short            ;18;7;6;Lidia Afrilita;David Darmadi;;;
The Other Side;2022;R13+; Drama, Romance            ;134;8,3;19;Girry Pratama;Davina Karamoy;Sandy Pradana;Pamela Bowie;Bryan Andrew
Genderuwo;2007;D; Horror            ;102;1,3;32;K.K. Dheeraj;Davina Veronica;Robby Shine;Indah Kirana;
Halusinada;2018;13+; Drama, Thriller            ;83;6,8;20;Rangga Nattra;Dayu Wijanto;Agung Saga;T. Rifnu Wikana;
Elegi Melodi;2018;13+; Short, Comedy, Drama            ;29;7,2;8;Jason Iskandar;Dayu Wijanto;Alfian Phang;Yoga Mohamad;Melissa Karim
Jadi Bikin?;2021;13+; Short, Action, Drama            ;18;3,8;110;Ferry Rusli;Dea Aditya;Dana Wardhana;;
The Man from the Sea;2018;13+; Drama, Mystery            ;107;5,8;212;Kôji Fukada;Dean Fujioka;Mayu Tsuruta;Taiga Nakano;Junko Abe
Pelet Kuntilanak;2011;21+; Horror            ;91;3,3;15;Nayato Fio Nuala;Debby Ayu;Cinta Dewi;Angie Yulia;Billy Davidson
13 Cara Memanggil Setan;2011;13+; Horror            ;80;4,7;31;A. Liong Wong;Debby Ayu;Five Vi;Ki Kusumo;H.I.M. Damsyik
The Butterfly;2007;13+; Drama            ;85;6,2;29;Nayato Fio Nuala;Debby Kristy;Andhika Pratama;Poppy Sovia;
Knight Kris;2017;SU; Animation, Short, Adventure            ;15;7,5;34;Antonius;Deddy Corbuzier;Stella Cornelia;Chika Jessica;Kaesang Pangarep
Setannya Kok Masih Ada;2011;13+; Comedy, Horror            ;83;4,8;14;Muchyar Syamas;Deddy Mahendra Desta;Zacky Zimah;Ardani;Deriell Jaqueline
Kentut;2011;13+; Comedy, Drama            ;90;5;31;Aria Kusumadewa;Deddy Mizwar;Ira Wibowo;Keke Soeryo;Cok Simbara
A Million of Loves for You;2020;TV-14; Drama, Family            ;97;7,4;213;Herwin Novianto;Deddy Mizwar;Syifa Hadju;Umay Shahab;Edbert Destiny
Para Pencari Tuhan;2007;13+; Comedy, Drama, Family            ;90;8,3;71;Deddy Mizwar;Deddy Mizwar;Tora Sudiro;Muhammad Akri;Agus Kuncoro
Naga Bonar Jadi 2;2007;13+; Comedy            ;118;7,1;426;Deddy Mizwar;Deddy Mizwar;Tora Sudiro;Wulan Guritno;Mike Lucock
Mencari Hilal;2015;13+; Adventure, Drama            ;94;7,9;90;Ismail Basbeth;Deddy Sutomo;Oka Antara;Haydar Salishz;
Living 3lvis;2020;13+; Short, Comedy            ;28;7,2;55;Rein Maychaelson;Deden Bagaskara;Malvin Collin;Mariska Gaby;Kristo Immanuel
Salisiah Adaik;2013;13+; Drama            ;70;9,2;21;Ferdinand Almi;Dedi Darmadi;Yuliana Fitri;Memory Hidayat;Phipit Mursidah
Wronged;2017;13+; Short, Drama            ;4;3,8;29;Fanya Runkat;Defrey Adipratama;Victorya Rumoraf;;
Love for Sale 2;2019;17+; Drama, Romance            ;92;7;565;Andibachtiar Yusuf;Della Dartyan;Adipati Dolken;Ratna Riantiarno;Ariyo Wahab
Atas Nama Surga;2022;13+; Drama, Romance            ;105;8;5;Adis Kayl Yurahmah;Della Dartyan;Amanda Rigby;Miqdad Addausy;Ayu Dyah Pasha
Arini by Love.inc;2022;D17+; Action, Drama, Mystery            ;70;4,5;33;Adrianto Sinaga;Della Dartyan;Kelly Tandiono;Farish Nahdi;Marissa Anita
Detak;2020;17+; Thriller            ;108;4,9;51;Yongki Ongestu;Della Dartyan;Refal Hady;Alyssa Abidin;Bintang Satria
Jumirah Goes to Hollywood;2003;13+; Drama            ;45;4,6;29;Chris Perdue;Denada Tambunan;;;
Nyi Roro Kidul;2003;13+; Action            ;60;8,9;7;Choky Andriano;Denaya Bintang Azmi;Imel Putri Cahyati;Jill Carissa;
Habibie dari selokan mataram;2010;13+; Documentary, Short            ;17;2,7;7;Danang Cahyo;Dendi Pratama;;;
Aku Bukan Ustadz: Mencari Surga;2022;13+; Comedy, Drama            ;36;1,3;7;Asep Kusdinar;Denira Wiraguna;Agus Kuncoro;Ramdhani Qubil;Omar Daniel
Joe & Robot Kopi;2021;TV-G; Adventure, Family, Sci-Fi            ;30;8,3;7;Adink Liwutang;Dennis Adhiswara;Lania Fira;Bima Sena;Yusuf Mahardika
Bukan Cowok Idola;2008;13+; Drama            ;88;4,1;18;Iqbal Rais;Dennis Adhiswara;Nadia Edward;Ramon Y. Tungka;
Hantu Jembatan Ancol;2008;D; Horror            ;90;3,6;30;Arie Azis;Dennis Adhiswara;Nadila Ernesta;Ben Joshua;Nia Ramadhani
Jomblo;2006;13+; Comedy, Drama, Romance            ;115;7,2;348;Hanung Bramantyo;Dennis Adhiswara;Rianti Cartwright;Rizky Hanggono;Karenina Maria
Lovely Luna;2004;13+; Drama            ;92;5,8;19;Lasja Fauzia;Denny Aditya W.S.;Herjunot Ali;Shareefa Daanish;Imelda Soraya
Rotasi;2016;13+; Short, Drama            ;5;3,7;14;Destian Rendra Pratama;Denny Pradana Kusuma;Eni Widiastuti;Muhammad Syahidan Zainullah;
Balada Sepasang Kekasih Gila;2021;D17+; Crime, Drama            ;90;6,3;9;Anggy Umbara;Denny Sumargo;Sara Fajira;Vera Sharoon;Rachel Hersas
Denok & Gareng;2012;13+; Documentary, Drama, Family            ;89;7,5;7;Dwi Sujanti Nugraheni;Denok N.N.;Gareng N.N.;;
Territorial Pissings;2010;13+; Short, Drama            ;7;7;11;Jason Iskandar;Deo Grasianto;Yovita Ayu Liwanuru;;
No Chill;2019;R; Short, Action, Comedy            ;12;7,9;15;Nier Castielroy;Derk Visser;Hanna Fadhillah;Indy Visser;CunCun Wahyudi
Oh, My God!;2008;13+; Comedy, Drama            ;83;4,2;19;Rako Prijanto;Desta Club 80s;Deddy Mahendra Desta;Maia Estianty;Ringgo Agus Rahman
Amak;2017;13+; Short, Drama            ;7;3,4;39;Ella Angel;Deswita;Yuniarni;Ami Tri Sayuti;Uni Leni
Satu Hari Nanti;2017;21+; Drama, Romance            ;122;6,3;59;Salman Aristo;Deva Mahenra;Adinia Wirasti;Ringgo Agus Rahman;Ayushita
Dating Queen;2022;18+; Drama, Romance            ;45;7,4;7;Ody Harahap;Deva Mahenra;Arifin Putra;Nadine Alexandra;Raline Shah
Serigala Langit;2021;13+; Action, Drama            ;100;7,7;38;Reka Wijaya;Deva Mahenra;Bunga Jelitha;Yoshi Sudarso;Anya Geraldine
Until Tomorrow;2022;13+; Drama            ;106;7,4;10;Hadrah Daeng Ratu;Deva Mahenra;Clara Bernadeth;Niniek L. Karim;Dimas Anggara
Dokter Cinta;2019;13+; Romance            ;30;7,9;16;Ichwan Persada;Deva Mahenra;Kemal Palevi;Indah Kusuma;Prilly Latuconsina
Romeo + Rinjani;2015;TV-PG; Adventure, Drama, Romance            ;85;5,4;22;Fajar Bustomi;Deva Mahenra;Kimberly Ryder;Alexa Key;Donna Harun
